,Mkt-RF,SMB,HML,RF,RMW,CMA,Mom,momentum_1,momentum_2,momentum_3,momentum_4,momentum_5,momentum_6,momentum_7,momentum_8,momentum_9,momentum_10,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,size_1,size_2,size_3,size_4,size_5,size_6,size_7,size_8,size_9,size_10,profitability_1,profitability_2,profitability_3,profitability_4,profitability_5,profitability_6,profitability_7,profitability_8,profitability_9,profitability_10,profitability_11,profitability_12,profitability_13,profitability_14,profitability_15,investment_1,investment_2,investment_3,investment_4,investment_5,investment_6,investment_7,investment_8,investment_9,investment_10,trading_1,trading_2,trading_3,trading_4,trading_5,trading_6,trading_7,trading_8,trading_9,trading_10,trading_11,trading_12,trading_13,trading_14,trading_15,risk_1,risk_2,risk_3,risk_4,risk_5,risk_6,risk_7,risk_8,risk_9,risk_10,risk_11,risk_12,risk_13,risk_14,risk_15,risk_16,risk_17,risk_18,risk_19,SDF_1,SDF_2,SDF_3,SDF_4,SDF_5,SDF_6,SDF_7,SDF_8,SDF_9,SDF_10,SDF_11,SDF_12,SDF_13,SDF_14,SDF_15,Food_lag1,Mines_lag1,Oil_lag1,Clths_lag1,Durbl_lag1,Chems_lag1,Cnsum_lag1,Cnstr_lag1,Steel_lag1,FabPr_lag1,Machn_lag1,Cars_lag1,Trans_lag1,Utils_lag1,Rtail_lag1,Finan_lag1,Other_lag1
1987-10-01,-0.23190000000000002,-0.0827,0.0418,0.006,0.0229,0.022400000000000003,-0.0775,0.013909479049701102,-0.020082334743782584,-0.00720999260601049,-0.0103073416268711,-0.0010171430177445668,0.010620463585796555,0.008539861356214817,-0.007198519417262211,-0.008052966121565284,-0.01210702201650686,-0.028030951284511958,0.01173698994620992,0.0030300488024487893,0.016240702050125295,-0.005031087146863831,0.004928433602564285,-0.0017322592397323987,0.00347225164839502,-0.024523283762608584,-0.00604246815372935,4.692825533570105e-05,-0.031226227435051067,-0.000628458105476435,-0.005290927347397832,-0.012356942024508953,-0.00738436563108003,-0.018878070119071524,-0.005484540104054762,-0.004813060546163807,0.00025269555234416633,0.010743678127645182,0.006330463337063512,0.006099983545114919,0.015229261484977424,-0.004526743931024277,0.019761294846470594,-0.018569847643578025,-0.01793852555628644,-0.0002851261396784391,-0.004598800328675057,-0.002706902602929299,-0.014482980394186759,0.011709065310135785,-0.001721123555451733,0.0012589977423460123,-0.005718715552934719,-0.02565679560016461,-0.025242872754860285,-0.006856645296710727,-0.03707536689192332,-0.004989671781041643,-0.023020920507741488,-0.012041677009180147,-0.02038335847715682,-0.04519136316377777,-0.022183300223622682,0.015935337886135156,-0.030270294407448686,-0.020161989556133735,-0.004540395646332094,-0.02212167000162396,-0.0030350900226345768,-0.0038727636944974183,-0.032027201018737066,0.020413399428392966,0.007914177942029922,0.004613531348753129,-0.026669198121711174,-0.02010815185411159,-0.014504456077489077,-0.004537780135932361,-0.004776984619101259,-0.010855308556328384,0.0016793936050354687,0.0030004078177588932,0.050190946229565964,0.021866691529840342,0.051611367126030934,0.05124695407532631,0.038649023881427595,0.05278889052636347,0.04090552212492741,0.05087449947417786,0.04500857665033314,0.06358789153700871,0.05385519930113303,0.07693845424608123,0.031566100419348014,0.029040410519832235,0.06561847918345003,0.04765348686143317,0.042934721916879866,0.044487061464490704,0.02760279530346716,-0.03256891809901683,-0.009715793513560387,0.0011534122994307878,0.004905307497929326,0.015221782850767645,-0.03800125055274094,0.0313478383693445,-0.01742562394858085,0.03559937131493123,-0.040200774950303615,-0.0005808642639609575,-0.0034902139875602855,0.004966702297730249,-0.01459792953709625,0.004904707940965051,-0.0265,0.039900000000000005,-0.0377,-0.0604,-0.0098,-0.0043,-0.0166,-0.0174,0.040999999999999995,-0.0132,-0.0226,-0.0704,-0.019799999999999998,-0.0231,-0.0692,-0.0236,-0.0002
1987-11-01,-0.0776,0.0268,0.031400000000000004,0.0034999999999999996,-0.019299999999999998,0.006,-0.0121,0.006981936994459531,-0.013968422658947618,-0.0006933355751598362,-0.011946145057216718,0.023674133151955018,0.004451737807676168,0.016461049007700054,0.007629526206982238,0.016219577871471477,0.03506161920417932,-0.0036298194263991676,-0.012871798024362138,0.011627667790452448,-0.012530771134464474,0.001543301344570187,-0.013195804243552666,0.014188899573929593,-0.014297593544763652,-0.012663873164010943,-0.032950153456019086,0.02024598309918235,-0.0020017139461066366,0.008145280438428833,0.012820919321922919,0.0042450997198349135,0.0055984246249868915,0.024240427122363326,0.01435858218826434,0.024519544784671717,0.019466411830383105,0.03712942923326215,0.032756681698978427,-0.0003840937695634948,0.02907648686385667,0.02770813763687996,-0.051385397292962015,-0.02164838330118962,-0.0389827574465407,-0.03395996957084049,-0.023337324150101493,-0.04544456991202466,-0.037580599578129606,-0.049745228292096155,-0.025678629595046788,-0.015054028572646563,-0.040881740773529934,-0.04844547146161156,-0.054394431100474275,-0.046617595170403404,-0.04449200021415781,0.020871071194338342,-0.03054704191862047,0.03773135057318888,-0.011001098136740259,-0.0036425232999348573,-0.002618169899475679,-0.010392596276878649,-0.006891837485778876,-0.00020553541541648134,-0.000963817614340166,-8.376699816728048e-05,0.0159365910548478,0.0003103238190978533,-0.025698205134928064,-0.011192694693510204,-0.028309102723907787,-0.007581018110784333,-0.001627605164435185,0.007416934362047375,-0.009895496881921127,-0.016043412469427542,-0.010386470326388408,-0.004561281174910389,-0.022376891549115534,-0.03377584843211654,-0.008507906036589892,-0.004061056305358579,-0.0074690392780312545,0.010429700920818801,-0.034991209477831735,-0.009914706609272114,0.022238326326735267,-0.01375894218387172,-0.03886397914006976,-0.019113559800782418,-0.030786686233772773,-0.025165023558207066,-0.00655781186037342,-0.005580208601508786,-0.026155596755575102,-0.001114163674268323,-0.020537084126272677,-0.013489219900136264,-0.008711635330404725,0.02666347158760589,-0.006620485106166045,-0.028339617555879226,0.007795620318873862,0.008866608259696662,-0.01952700350011187,0.010643090847259043,-0.002651348939785345,0.033568028705088626,-0.009687696058396015,-0.006814720180067561,0.004565150330592349,-0.001555769604580132,0.0026480701014325583,0.011857087466385372,-0.18170000000000003,-0.32049999999999995,-0.187,-0.3151,-0.252,-0.2791,-0.1907,-0.2925,-0.306,-0.2848,-0.2693,-0.2646,-0.2921,-0.0693,-0.2774,-0.2127,-0.2275
1987-12-01,0.0682,0.0003,-0.044199999999999996,0.0039000000000000003,0.0313,-0.0246,0.0588,0.0238514793543453,0.03322687174307023,0.023753411408013955,0.046656727252217936,0.048320896342715317,0.033184533939120776,0.025276051491626945,0.014603354851819583,0.017250367819600758,-0.0020778251745382885,0.0009378887026022711,0.005349872005920946,-0.013071662632056346,-0.027475093708102513,-0.009745736050193625,0.00719854301946544,-0.007552492581393854,-0.001901911078195805,-0.00694757509521024,-0.0003799127036367145,-0.028907480351389715,-0.008677623820849292,-0.021024115846140525,0.009921510570392063,0.007479060277540455,-0.0005435431677838724,0.022728191808299634,0.023910655299723624,0.024661861398291726,0.01439865758299076,0.002586890939507501,0.00309819888363232,0.006692651112029857,0.006298603717342034,0.008042420158105355,0.012497687518074433,-0.02613062658809824,-0.010056383009547969,-0.012978479204925014,-0.01594055117669938,-0.04433389980040148,-0.025789175486378057,-0.031165243354068672,-0.028067255063528147,-0.010985474585358958,-0.02988753695332346,0.010761193593208028,-0.007982733027406519,0.018923929642412712,0.02026191962639088,0.013107717966746592,-0.011006967785420652,0.0037539245484394176,-0.022584856851964086,-0.018854742891616073,-0.019233740521566876,-0.02456170637200976,0.0069030342612075805,-0.03099513696628777,-0.012758436198645466,0.029051258940349937,0.04043206510953867,0.055280713786107855,0.02596043278720827,0.027991095448526886,0.026324570376475794,0.01959131821948858,0.03517447783581205,0.0020480424733613813,0.03367237452137044,0.04448167654317434,0.03135253590740791,0.046887694033345,0.030418292078428787,0.004157727374878514,0.01831571082456469,0.011108424603013792,0.014976687853504948,0.03753341998168116,0.037736269310176394,0.02399447767194507,0.035174295193054456,0.025339230913929586,0.017345353337154333,0.02505344845841104,0.002498048641697906,0.02456948321577615,0.01650318849943328,0.054643086823229256,0.031106326594290027,-0.000337096297325281,0.04928963878778165,0.03662163070894403,0.008126415759042372,0.011155702100320351,-0.027662305604891427,0.04556748430224279,0.016551891703972574,0.01290607529647283,-0.010639931705095852,-0.0022780882317794218,0.017716822234355695,-0.0014169671715762125,-0.008812425906946525,0.005838747046950579,0.006720997703096861,-0.020599019088806136,-0.01631477663557547,-0.017564409394534707,-0.07690000000000001,0.0584,-0.1107,-0.1036,-0.11,-0.0546,-0.09480000000000001,-0.048499999999999995,0.025699999999999997,-0.0647,-0.0823,-0.06480000000000001,-0.0782,-0.0255,-0.0953,-0.07139999999999999,-0.0725
1988-01-01,0.0421,-0.0075,0.0493,0.0029,-0.011899999999999999,0.021,-0.0735,-0.011075070973828144,-0.01524357079170526,0.021553804784629454,-0.0008773280868930493,0.0236865862994997,-0.004198840535973901,0.015103105771134823,0.030045639773538954,-0.0064561360417081815,0.010484420464092354,0.013280479114822462,-0.0330069864006131,0.00569747891619387,-0.003707184043889398,-0.01937500832515877,-0.014557899821787923,-0.0203873691615439,-0.012704947010844096,0.0024914840308268536,0.015015934752626144,-0.03385321914439844,0.0024736381860312774,-0.041260816314958315,-0.017141666439430447,0.00373902662536163,-0.015535100287283055,0.0005779410120661643,-0.03304958837015683,0.007514790426424681,-0.02840788091541328,-0.022846592543560484,-0.01832163875239491,-0.017893227475414296,-0.030457411445653892,-0.017551352550110394,-0.01944731448921682,-0.009334048968264678,-0.020029360001005393,-0.0007531035967554989,0.00010575629428918529,0.0028325342677873993,0.010934659997289603,-0.011995375549999764,0.0027853674401861032,-0.010246330445931335,-0.010837352448038719,-0.028252106468536722,-0.009232832522105737,-0.013644982591340714,-0.027498708416081236,0.0037441901064308968,0.04532103061799336,0.02925183107397943,0.05258003607944475,0.030886894577756167,0.02373604887685162,0.008944924008649435,0.017500001815524167,0.026317086198019014,0.014879785255999034,0.012344840397796543,-0.013178337664427484,-0.0020607580264813087,0.001106582738047323,0.0011873356112720827,-0.004310101920452902,-0.021764621486233086,-0.0002616917487979634,-0.028854655733193915,-0.028410129357241666,-0.006940047695273193,0.01389788947379215,-0.012021772355226956,0.005285856278198393,0.027203417867946368,-0.006316620046729035,0.003815115540238943,-0.01439889178028143,-0.006243624610728397,-0.009671848472096033,-0.010216065159826888,-0.0029881388523201116,-0.0033876400966329715,0.0034506618750015424,-0.0003926182501594981,-0.016320638070810613,-0.0207246422663171,0.0012846852165046777,-0.027662671752416847,0.0020778262412881176,-0.007989516496876901,-0.0009150362763003777,-0.010815871780299986,-0.008187055639600493,-0.04407327120751072,-0.03069629067673085,0.015984391443391074,0.03935538178781315,-0.0008530593969235595,0.0005622353253244836,-0.026926000184874843,-0.01815183990946636,0.0022129868804631803,-0.006975870951231334,0.02274703378703392,0.014744170911094723,0.010852010608191114,-0.0024528931802665827,-0.0017857026946004192,0.07769999999999999,0.0602,0.061500000000000006,0.08990000000000001,0.0862,0.1491,0.056799999999999996,0.08380000000000001,0.10529999999999999,0.0758,0.1182,0.08869999999999999,0.0711,0.005600000000000001,0.07769999999999999,0.0362,0.08810000000000001
1988-02-01,0.04769999999999999,0.0333,-0.015300000000000001,0.0046,0.0151,0.0006,-0.014499999999999999,-0.0023667535884526803,0.024232856181198636,0.0060649457703496525,-0.005851551795392542,0.022510411392004062,-0.004530950139651244,0.005144677741643027,-0.006907698040335507,-0.0194044965720616,0.00504240368933252,-0.0008359961507430191,0.028172258903397515,0.02578167275843221,0.02575186977749553,-0.0203004905419492,0.016678360694785392,0.025981576473733545,0.02043133593469935,0.012382534004691885,0.013354261987504161,-0.017847203648843374,0.011776319817864608,-0.0016045678117359054,-0.004629572989493782,0.036593807835389604,-0.03348709937814234,-0.03761772138665208,-0.04638116533813463,-0.04074656085335751,-0.027585669073836066,-0.032792875779296946,-0.003296169519010843,-0.03510539055603269,-0.031194796513840314,-0.008676567033643699,-0.016286732163646435,-0.015245282782793496,0.01825482850673427,-0.03978879549393813,0.006750753221083058,0.012916847346732114,-0.025650620692537797,0.013792752963056515,-0.013941845239699765,-0.01710809796814823,-0.023529565751724216,0.005298472873120685,0.003866634125960281,0.0015211117053637547,0.01577534395936938,-0.03523308468411222,-0.00852612168580117,-0.02827073848808012,-0.02438723468168667,-0.021850775121528422,0.0010774244282245778,-0.01747788981614952,-0.02742138380589952,-0.018744856201738984,-0.02636090053571753,0.029738655088799918,-0.003077857952945573,0.0327403383903916,0.020364857019753994,0.013662126070107023,0.017924774659544004,0.03427104097557773,0.015499216457318336,0.016022625773746278,0.015333106412570364,0.0001423160685852555,0.03364085916293284,0.01935468941063014,0.008833833737067545,0.036119131435113694,0.018728833659775193,-0.016218932607707924,0.008392036639254979,-0.012510002722756125,-0.0052230580746803834,-0.018354799741552914,-0.011351624437596798,0.020635169771570594,-0.016121137261347607,0.002291181444647976,-0.04400575683363776,-0.011208274848385356,-0.019867300160493644,-0.007038972329913918,0.01063786480057565,-0.017461999735583843,0.0034910771051204215,0.0016713660404869529,0.020571344535619915,-0.021765334679807163,-0.039751737860136645,-0.005932684512022171,-0.04184203540508436,0.004450555545382072,-0.021645887243602998,0.015559262638367186,0.010422750288787672,-0.018552782556027696,0.01829003680097631,-0.009076668722975512,-0.003172917182312323,-0.0042664447660925075,-0.02787052655787298,-0.008763871783082654,0.030299999999999997,-0.07690000000000001,0.0897,0.0642,-0.0076,-0.0265,0.0554,0.0377,-0.034,0.0571,-0.019299999999999998,0.0728,0.0805,0.0977,0.06559999999999999,0.0892,0.0327
1988-03-01,-0.0226,0.0601,0.0086,0.0044,-0.0023,0.0178,0.0060999999999999995,0.017152382868731355,-0.009746678665722399,0.01592304747124184,0.041405174580269294,0.03261417481861181,0.022096050083469248,0.002917326117623964,0.048970618104721454,-0.004795169648742357,0.009548906433420195,0.03793922443513345,0.033284584344332076,0.0580283378519978,0.07189097997280597,0.0189728279325947,0.0007663867629737822,0.025698916284561748,0.04472639591381845,0.03772943668255697,0.0422093781556484,0.03866206816704652,0.05308578328243606,0.02157705623087046,0.04741138270480713,0.0367338220223815,0.03798286774893457,0.04921168420236164,0.02196232053613367,-0.007170499014708524,0.007951762165098374,-0.009016239127370283,0.02026893938927317,-0.014060001701713353,0.001961973997831058,-0.029072811623108114,0.007078008845268406,-0.0020742806087920753,-0.014122124223123356,0.004301327464518332,-0.01666204020859535,0.030204132644829962,0.00930812594510268,-0.004717861398484489,-0.011479037094697447,0.00917419705343589,0.0007738438034002408,0.008528612580161708,0.005845218040458387,0.016791533966935664,0.003454844008636316,-0.015443341138527604,-0.0003237934792062599,-0.019434680791656934,-0.013679081163766049,0.005843602848837589,0.02310118648008173,0.019382595680327443,-0.01194704931850215,-0.017740749256999637,-0.04045185739159053,0.016620458630000057,0.002139544550756184,-0.01582801244375779,0.016771565371951846,0.016110840803571967,0.025899915465661963,0.006063003810801468,-0.0057362602531730415,-0.01059875814996108,-0.004024233741164366,0.008969290570183464,0.018765552134690014,-0.012084842265859373,0.01014954789862983,0.0198993299561825,0.01333623096717256,-0.012113054557010292,0.020558675582970705,0.000623416090560179,0.0033210166069246386,0.0028184084965154005,0.011052939192565076,0.014866363913161838,-0.011953159631216013,0.021569423201248404,0.011582231457763919,0.05416504184477981,0.0025215608096766104,-0.000924451070573911,-0.01668911526962731,0.01626383113093892,0.028312576376482004,0.013515777479924829,-0.008538247672190006,0.047366562644933816,-0.01577449933944837,0.02259209341898504,0.006406286687462732,-0.005420709864011797,0.0037256987578816237,-0.024458942978982174,-0.00922893726309188,0.002967533819206542,0.0018040885484351833,0.00443052668951275,-0.003920657219358127,-0.0007137095229917986,-0.01840889724611671,-0.008080924875043754,0.046799999999999994,0.07719999999999999,0.030299999999999997,0.14730000000000001,0.0438,0.0842,0.0382,0.11630000000000001,0.0965,0.08380000000000001,0.0785,0.07780000000000001,0.0676,-0.0141,0.1085,0.0305,0.055999999999999994
1988-04-01,0.005699999999999999,0.0091,0.0151,0.0046,-0.0009,0.019,0.022000000000000002,0.022029543348972093,0.042635610468251324,0.02876424560362592,0.025532215084910652,0.018320269527424642,0.0021559531071786604,0.03022610590973985,0.02940104137567475,0.011339909345509071,0.02355467401181594,-0.024260197231652927,-0.006148426462750645,0.007376391554752842,-0.015198134319570655,0.00994751026879091,0.009502470411930326,-0.018393141726725796,0.0032548908655919808,-0.014111212231529656,0.011384424249109074,0.005295141563509415,-0.007662718761960013,0.001615918655578049,0.020550981195506617,0.00690641095949023,-0.014022730915597501,-0.04899830877787406,-0.04742104928125519,-0.010104712742663932,-0.02790929602256856,-0.02137456728219482,-0.017981955562546354,-0.012945534591716826,-0.014110123747838661,-0.011288961940133905,0.017987673614444352,0.006556588212962634,0.011173396326223776,-0.008424858146821562,0.029343771036959652,0.013581172755441151,0.01688083243066097,0.020870371846444295,0.015230759385307937,0.017259763919620738,0.031790594031456995,0.006886445977139083,0.017814096389726145,0.02111768536045497,-0.0017953497607090599,-0.05063167339799329,-0.039105379347677285,-0.02025073082488584,-0.030471854095248517,-0.06633839460439023,-0.03408024659667447,-0.004198900160861264,-0.03016015761043018,-0.0045650756507196535,-0.02956479041479135,-0.011459109989667473,0.020004493651538658,0.043998599714794605,-0.002386325716324954,0.012523235707260848,0.013005323573379564,0.031064811093285793,0.033997453464974174,0.032143641117423745,0.029011879389306987,0.002084029949723407,-0.002375777167673508,0.0023208906246344526,0.011622338134236018,0.003908391912268281,-0.0200366434822837,0.025021536895424617,-0.00627768987851925,-0.03170810267106962,0.01318359455662493,-0.0004811351036021817,-0.004146534618083035,-0.018337194420755418,0.018976337667314106,0.015520295163061549,-0.023974559820690477,-0.0049269499912859786,0.012561876140145731,0.0017554675782350297,0.003772119160974257,0.0005888708737189271,-0.013269052632512848,-0.007054205565779386,0.001675458575741308,-0.06806372103729884,-0.030304905096643856,0.05092546397740305,-0.014183256832134799,0.012083390147726804,-0.0076254292236815615,-0.0037426613699125806,-0.03055138532507244,-0.0200051855794437,0.013010675143222617,0.0042088148473299345,-0.004726700294822494,0.009864059854618903,0.00332406497894992,-0.009750457121438953,-0.0025,0.0867,0.020499999999999997,0.0222,-0.055,-0.019799999999999998,-0.0385,0.009899999999999999,-0.035699999999999996,0.0109,-0.0378,-0.0046,0.0173,-0.0318,-0.0166,-0.0271,-0.0184
1988-05-01,-0.0027,-0.0254,0.024399999999999998,0.0051,-0.0077,0.003,0.0066,-0.013824476073203949,0.0017492500881201717,-0.04414415122937024,0.00542230466130501,-0.02544549909837663,0.009696353261382783,0.011893350639082026,0.005814988990111687,0.0009547904288828733,0.017776768126483277,-0.015956978766472774,0.015434637711811063,0.02873323979531276,0.030406159574434412,0.045660978765212995,0.010343576921047128,0.012169661050615153,0.006463569205803729,0.0025682433397805106,0.025878064346458576,0.04306340980741922,0.03699461926273685,0.010369686084166737,0.00245241407053666,-0.0029252226643851353,0.041275753137618804,0.009656314753402132,-0.001381623776145334,0.035605300484672545,0.022666680121850566,0.008477871950746712,0.03771328585023659,0.049934031272594076,0.030544998090290185,0.0177398170560606,0.013377744410724772,-0.012041505103321571,0.0033932581467895524,0.017145031139302887,-0.02160303414991962,-0.004029358810097189,-0.01169328386135987,0.01782809238818212,0.017939595984125506,-0.00318305521308361,0.012044380892891074,0.007493041899016862,0.012874702523465719,0.003200806274501488,-0.0201081323418063,-0.007878715721339144,0.00802260054858428,-0.008010197976896609,-0.011691093566887403,-0.019523961176367597,-0.0012636031030330407,-0.041587016844378474,0.018594131173722727,0.0021662178165038444,-0.00903566804688756,0.01325054486916058,0.02354355847775904,0.02367084608522553,-0.00924570232763276,0.029756076776140332,0.020997383988741743,0.009642274748355713,0.013061859087445105,-0.003087666612906083,0.006339926885936979,-0.030554564221959967,0.010463051820063785,0.009568909538320292,0.0395210529624449,0.011015460057330879,-0.044170062227794904,0.01035010408857523,-0.00163219661493807,0.008185349224031312,0.012857692806449111,0.018080397641495032,0.029226285210643386,0.004823861326083236,0.014297774422978075,-0.01856147046882022,0.01186655682851725,0.020396874604415423,0.0019765237727531054,-0.02133153139542333,0.008395573183260731,-0.0065646735175328,0.026901317055607953,0.003595818124143448,-0.01663916685065562,-0.0196737509694152,0.05866352972709226,-0.009822258002925658,-0.03850117345822321,-0.026920773691306916,-0.015189502037796539,0.019164712876645253,0.02123357663761943,-0.03204787190586721,0.02084616069845567,-0.002006574547692256,-0.008933218592819741,0.0098906033680974,0.011012672652769869,0.002422445548716349,0.0011,0.0155,0.0451,-0.0022,0.0105,0.018000000000000002,-0.0147,0.0231,0.0564,-0.0048,0.0291,0.035,-0.0038,-0.003,0.019,-0.006,0.0040999999999999995
1988-06-01,0.0478,0.0202,-0.013500000000000002,0.0049,0.0152,-0.0352,-0.0302,0.014961234747845359,0.005720340356171888,0.024402522539809325,0.03964607220774403,0.0034800997122785456,-0.0005271664628460036,-0.004278254528450949,0.01270203424399057,0.0057216819840044284,-0.026081245556083193,-0.015132822866343756,-0.015670649462178464,-0.006591629178102906,-0.03395145715997225,-0.029267319259253605,-0.003004793945391295,-0.018518944304241267,-0.03759869084055047,-0.022966868598720682,-0.013829449000047832,-0.0241523123460177,-0.03573818418963908,-0.016689184233022517,-0.045863143237564956,-0.03577560952014563,0.014287463423364243,0.000262684178187166,0.024786665780359884,-0.0019982694127015366,0.013826624598804096,0.03175400423305384,0.0036523902839295025,0.011428802599239651,0.020943430877816745,-0.0044128771924283215,-0.02605529803845317,-0.02603556603661336,-0.012442680769817357,-0.013836191305108048,0.002131638015312581,0.0008959796838236469,-0.026984878406022414,-0.023239246482294227,-0.004308659431214992,-0.0034596741640945845,-0.025475649490403082,-0.02902916745600447,-0.0377546110248467,-0.014045774027145158,-0.009533632247576657,-0.024590963125465007,-0.03538234963117797,-0.053681764686412115,-0.010077954557320044,-0.025252754180560937,-0.0323641287650715,-0.029847102535794517,-0.03586067073958942,-0.02321508289399975,-0.026262786895225442,-0.035048015447442384,-0.006292566299357254,-0.027423699216269234,-0.0254120444625357,-0.015834923852420184,-0.027518192046156156,-0.03641896146930271,-0.03993072395391806,-0.0033242242657328565,-0.021756326569172726,-0.03990528443113952,-0.03001393165423608,-0.04259222118316335,-0.013906409519919671,-0.02670479130589154,-0.01059941168496396,-0.0033599382081200106,-0.0421150675035247,-0.02240141182547615,-0.019920225736574194,0.004315070504886932,-0.04050901724580169,-0.0035857947473425227,-0.017400649467109057,-0.03758302119664003,-0.013585913522785561,-0.019898848763835998,-0.02127805449937869,0.006102844936308777,0.0052176177213579256,0.0002771498594820211,-0.020336929539979304,-0.008036462303395341,-0.028862115365896,0.0360107126642245,-0.05078841843889523,0.0197604505574111,0.016832612466133108,0.014522725797761125,-0.025405522479288525,0.016224509202966454,-0.027478943157028386,-0.015340552278871438,0.004508160476924853,-0.003767400065759829,0.0020070395953707483,-0.01155704929020448,-0.0011581128827501217,-0.0008987694355751003,-0.0011,0.0049,-0.0045000000000000005,-0.0125,0.0177,-0.0218,-0.0067,-0.0116,-0.0055000000000000005,-0.005600000000000001,-0.011399999999999999,0.0062,-0.0003,0.0362,-0.013500000000000002,0.019799999999999998,0.0017000000000000001
1988-07-01,-0.0125,-0.0023,0.0218,0.0051,-0.0049,0.015300000000000001,0.0066,0.018654547105932527,-0.012510322891240384,-0.030432243270777634,-0.013989310044808283,-0.016985235518849014,-0.007765535319206418,-0.0037674690573921087,0.001570422884137634,-0.01057604050831652,0.00320463552325608,0.0030718243811543315,-0.0056116005918811825,0.009866137841910023,0.014905609443735859,0.00807239488948724,0.012501539004211817,0.024035810059681757,-0.005091611608695109,-0.017306361121399987,0.009085834003660377,-0.0029071286063141514,0.014819169712759471,-0.0011670251504623534,0.006534079015629383,0.00025899767577620015,0.008921235190217588,0.05565559405468613,0.0029962835121152484,0.031003598363552834,0.01859875990700506,0.04334246615383459,0.0541701854278543,0.04296148659243547,0.041865876330800945,0.015993098164426702,-0.03274907140649606,-0.034973072813648774,-0.058720862064390145,-0.03880295154129296,-0.0620232684188949,-0.026519867385526814,-0.024009559652758066,-0.04940793918963922,-0.038955112508722245,-0.04365491576855054,-0.04035360890994466,-0.014422335248257048,-0.05208181762152585,-0.008906744819621556,-0.017466216278090266,0.014605056026897476,0.038550345158018404,-0.007826545796442251,-0.00029083191406201886,0.0102933609925852,0.00020219148452165457,-0.03326797370654282,0.0031318693705596513,0.007616231560595045,0.007079174254559629,-0.004380138107591957,-0.02458381659712306,-0.010636067682206941,-0.026605925543549784,0.00398779051419843,0.0010287142921560598,-0.0018536436379253205,-0.0013035966790179354,0.007361205516235538,-0.01866593136437171,-0.016081660533355822,0.013111648518714032,0.011663978192489639,0.0009717672058878104,0.011549564735409796,-0.03751410690827675,-0.03549748197067564,-0.029166573793110596,-0.03319591991960374,-0.0411072219976588,-0.026162621433969475,-0.0022373472934024106,-0.009449752835626933,-0.024201281195995464,-0.005157858849942517,-0.023744839581847393,-0.008677147345558923,-0.032377730594107326,-0.022364862615080545,-0.01584455065321569,-0.02900087914921771,-0.017704458340338385,-0.014454999260824941,-0.012196166213283444,-0.0224011408015306,-0.038928758289343335,0.060270850177482356,0.02664399767789811,0.01996050700444417,0.008929828327828956,0.016774265506495425,-0.009296554666268128,0.017442915500619004,0.014570558601158832,-0.003451244242806939,-0.012188532286696955,-0.009875241179750905,0.006834001091525962,0.013902107571469905,0.022000000000000002,0.0171,-0.0182,0.0643,0.0677,0.09820000000000001,0.0187,0.09029999999999999,0.064,0.0687,0.0876,0.0788,0.084,0.0323,0.062400000000000004,0.0556,0.06
